player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
251852,/player/251852/karim-adeyemi/240002,24,2,9/22/2023,Karim Adeyemi,Karim-David Adeyemi,"LM, RM, ST",80,87,43000000,38000,21,1/18/2002,180,77,22,Borussia Dortmund,19,Bundesliga,1,LM,27,,7/1/2022,2027,21,Germany,1337,SUB,3,Left,4,4,2,High/High,Lean (170-185),Yes,81700000,#Speedster,"Quick Step +, Chip Shot, Rapid, Flair, Acrobatic, Aerial",96,77,71,81,34,68,71,80,70,74,71,82,67,62,64,79,96,96,88,78,81,76,90,75,66,74,59,31,77,72,70,76,25,36,25,12,12,7,12,7,,78+2,78+2,78+2,80,79,79,79,80,78+2,78+2,78+2,79+2,70+2,70+2,70+2,79+2,60+2,55+2,55+2,55+2,60+2,57+2,49+2,49+2,49+2,57+2,18+2
260815,/player/260815/arnau-martinez-lopez/240002,24,2,9/22/2023,Arnau Martínez ,Arnau Martínez López,"RB, RWB",80,87,39500000,22000,20,4/25/2003,181,75,110062,Girona,53,La Liga,1,RB,4,,7/1/2020,2025,45,Spain,,,,Right,3,2,1,High/Medium,Lean (170-185),Yes,90900000,,Jockey,79,50,72,76,76,70,80,50,74,79,35,76,68,40,66,78,81,77,75,79,66,56,81,76,66,45,68,77,61,65,50,65,73,79,77,10,7,7,10,9,,66+2,66+2,66+2,72,69,69,69,72,71+2,71+2,71+2,74+2,72+2,72+2,72+2,74+2,78+2,75+2,75+2,75+2,78+2,78+2,75+2,75+2,75+2,78+2,17+2
256079,/player/256079/moises-caicedo/240002,24,2,9/22/2023,Moisés Caicedo,Moisés Isaac Caicedo Corozo,"CDM, CM",80,85,29500000,71000,21,11/2/2001,178,71,5,Chelsea,13,Premier League,1,LDM,25,,8/14/2023,2031,57,Ecuador,,,,Right,3,3,2,High/High,Normal (170-185),Yes,58300000,,"Incisive Pass, Tiki Taka, Intercept, Anticipate, Slide Tackle, Relentless",74,63,72,77,77,74,53,58,57,85,52,73,51,54,76,83,77,71,74,76,75,72,73,82,70,71,73,79,68,74,54,79,78,81,78,15,6,13,9,13,,69+2,69+2,69+2,72,73,73,73,72,75+2,75+2,75+2,73+2,78+2,78+2,78+2,73+2,76+2,79+2,79+2,79+2,76+2,76+2,76+2,76+2,76+2,76+2,18+2
245367,/player/245367/xavi-simons/240002,24,2,9/22/2023,Xavi Simons,Xavi Quentin Shay Simons,"CAM, LW, RW",79,89,38500000,58000,20,4/21/2003,179,61,112172,RB Leipzig,19,Bundesliga,1,RAM,20,Paris Saint Germain,,2024,34,Netherlands,105035,RF,7,Right,3,4,2,High/High,Lean (170-185),Yes,,,"Chip Shot, Tiki Taka, Technical, Flair, First Touch, Trivela",87,73,76,83,61,74,74,77,53,77,62,83,75,65,76,84,89,85,89,78,84,69,68,84,67,72,79,65,74,77,63,78,60,62,56,9,11,5,8,10,,75+2,75+2,75+2,80,79,79,79,80,79+2,79+2,79+2,80+2,77+2,77+2,77+2,80+2,73+2,72+2,72+2,72+2,73+2,71+2,65+2,65+2,65+2,71+2,17+2
246104,/player/246104/ryan-gravenberch/240002,24,2,9/22/2023,Ryan Gravenberch,Ryan Jiro Gravenberch,CM,79,87,39500000,76000,21,5/16/2002,190,77,9,Liverpool,13,Premier League,1,SUB,38,,9/1/2023,2028,34,Netherlands,,,,Right,4,4,1,Medium/Medium,Lean (185+),Yes,81000000,,"Technical, Flair, Trivela",72,76,78,83,68,72,75,76,58,80,69,84,74,69,78,85,76,69,80,73,76,78,76,80,75,79,52,74,74,80,58,76,69,69,59,12,8,6,11,12,,75+2,75+2,75+2,78,78,78,78,78,79+2,79+2,79+2,79+2,79+2,79+2,79+2,79+2,74+2,74+2,74+2,74+2,74+2,72+2,69+2,69+2,69+2,72+2,17+2
259377,/player/259377/yeremy-jesus-pino-santos/240002,24,2,9/22/2023,Yeremy Pino,Yeremy Jesús Pino Santos,"LM, RM, ST",79,87,38500000,27000,20,10/20/2002,172,60,483,Villarreal,53,La Liga,1,LM,21,,8/1/2020,2027,45,Spain,,,,Right,4,3,2,High/Low,Lean (170-185),Yes,88600000,,Rapid,76,73,76,79,38,46,77,79,46,78,67,81,73,60,74,80,77,76,79,74,79,68,52,70,32,69,48,29,79,76,54,60,31,48,41,9,7,14,6,9,,71+2,71+2,71+2,78,77,77,77,78,78+2,78+2,78+2,78+2,73+2,73+2,73+2,78+2,61+2,57+2,57+2,57+2,61+2,58+2,45+2,45+2,45+2,58+2,15+2
247463,/player/247463/folarin-balogun/240002,24,2,9/22/2023,Folarin Balogun,Folarin Balogun,ST,79,86,36000000,46000,21,7/3/2001,178,66,69,Monaco,16,Ligue 1,1,SUB,29,,8/30/2023,2028,95,United States,,,,Right,4,3,1,High/Medium,Normal (170-185),No,75600000,,Flair,80,79,62,77,23,69,58,83,76,69,77,77,59,52,57,78,78,81,75,79,74,77,86,66,74,72,56,18,83,62,76,77,18,15,16,10,12,12,13,10,,79+2,79+2,79+2,75,77,77,77,75,74+2,74+2,74+2,73+2,65+2,65+2,65+2,73+2,50+2,48+2,48+2,48+2,50+2,47+2,43+2,43+2,43+2,47+2,19+2
256197,/player/256197/piero-hincapie/240002,24,2,9/22/2023,Piero Hincapié,Piero Martín Hincapié Reyna,CB,79,86,33000000,36000,21,1/9/2002,184,76,32,Bayer 04 Leverkusen,19,Bundesliga,1,SUB,3,,8/16/2021,2027,57,Ecuador,,,,Left,2,3,2,Medium/Medium,Normal (170-185),Yes,62700000,,"Jockey, Block, Slide Tackle",82,40,64,72,79,77,55,40,78,78,33,70,56,32,74,73,79,85,75,78,68,50,88,74,77,31,80,77,55,53,33,76,79,79,84,9,15,10,6,9,,62+2,62+2,62+2,65,64,64,64,65,66+2,66+2,66+2,68+2,69+2,69+2,69+2,68+2,75+2,76+2,76+2,76+2,75+2,77+2,79+2,79+2,79+2,77+2,17+2
257179,/player/257179/goncalo-bernardo-inacio/240002,24,2,9/22/2023,Gonçalo Inácio,Gonçalo Bernardo Inácio,CB,79,86,33000000,11000,21,8/25/2001,185,78,237,Sporting CP,308,Liga Portugal,1,LCB,25,,7/1/2019,2027,38,Portugal,1354,SUB,14,Left,2,2,1,Medium/High,Lean (185+),No,72600000,,"Incisive Pass, Long Ball Pass, Intercept, Aerial",80,36,61,61,80,78,30,23,79,78,45,49,29,27,76,73,78,81,65,77,55,67,82,76,78,28,77,78,48,68,40,75,81,82,79,6,6,7,10,7,,59+2,59+2,59+2,57,60,60,60,57,63+2,63+2,63+2,62+2,69+2,69+2,69+2,62+2,71+2,77+2,77+2,77+2,71+2,74+2,79+2,79+2,79+2,74+2,15+2
256516,/player/256516/nicholas-williams-arthuer/240002,24,2,9/22/2023,Nico Williams,Nicholas Williams Arthuer,"RM, LM",79,85,27500000,23000,20,7/12/2002,181,67,448,Athletic Club,53,La Liga,1,LM,11,,7/1/2020,2024,45,Spain,1362,SUB,19,Right,5,4,2,Medium/Medium,Lean (170-185),Yes,63300000,"#Speedster, #Acrobat","Rapid, Flair, Quick Step, Trivela",93,73,72,83,33,60,75,75,68,76,63,84,76,72,59,83,92,93,91,74,84,75,79,77,60,72,36,40,72,69,62,75,36,20,18,9,13,12,12,14,,76+2,76+2,76+2,80,78,78,78,80,77+2,77+2,77+2,78+2,69+2,69+2,69+2,78+2,60+2,54+2,54+2,54+2,60+2,56+2,46+2,46+2,46+2,56+2,19+2
258729,/player/258729/gabriel-veiga-novas/240002,24,2,9/22/2023,Gabri Veiga,Gabriel Veiga Novas,"CM, CAM",78,89,31500000,28000,21,5/27/2002,184,71,112387,Al Ahli Jeddah,350,Pro League,1,RDM,24,,8/26/2023,2026,45,Spain,,,,Right,4,3,2,Medium/Medium,Lean (170-185),Yes,59900000,,,71,77,72,78,60,62,55,81,52,80,45,80,56,60,78,82,71,71,73,76,65,77,67,69,65,80,46,75,75,76,60,68,41,73,60,13,14,13,6,9,,74+2,74+2,74+2,76,77,77,77,76,78+2,78+2,78+2,75+2,78+2,78+2,78+2,75+2,69+2,71+2,71+2,71+2,69+2,67+2,63+2,63+2,63+2,67+2,18+2
253004,/player/253004/anssumane-fati/240002,24,2,9/22/2023,Ansu Fati,Anssumane Fati,"LW, ST",78,88,31000000,95000,20,10/31/2002,178,66,1808,Brighton & Hove Albion,13,Premier League,1,SUB,31,FC Barcelona,,2024,45,Spain,,,,Right,4,4,3,High/Medium,Unique,Yes,,,"Rapid, Quick Step, Trivela",89,76,72,81,30,53,69,79,66,73,69,80,75,73,69,79,91,87,89,75,83,74,72,63,49,72,48,19,78,73,74,82,23,32,28,6,9,8,10,7,,75+3,75+3,75+3,78,78,78,78,78,77+3,77+3,77+3,77+3,69+3,69+3,69+3,77+3,56+3,51+3,51+3,51+3,56+3,53+3,43+3,43+3,43+3,53+3,15+3
260407,/player/260407/elye-wahi/240002,24,2,9/22/2023,Elye Wahi,Sepe Elye Wahi,"ST, LM",78,88,31000000,31000,20,1/2/2003,181,77,64,Lens,16,Ligue 1,1,ST,9,,8/20/2023,2028,18,France,,,,Right,4,4,2,Medium/Medium,Normal (170-185),No,65100000,#Speedster,"Acrobatic +, Technical, Flair, Quick Step, Trivela",90,78,67,78,31,67,64,80,64,72,86,79,66,60,60,78,90,90,80,80,72,78,81,70,69,76,57,28,78,68,66,75,25,29,23,13,7,5,12,14,,78+2,78+2,78+2,78,78,78,78,78,76+2,76+2,76+2,76+2,68+2,68+2,68+2,76+2,57+2,53+2,53+2,53+2,57+2,53+2,47+2,47+2,47+2,53+2,19+2
270086,/player/270086/antonio-joao-tavares-silva/240002,24,2,9/22/2023,António Silva,António João Pereira de Albuquerque Tavares da Silva,CB,78,88,28500000,8000,19,10/31/2003,187,80,234,Benfica,308,Liga Portugal,1,RCB,4,,4/2/2022,2027,38,Portugal,1354,RES,24,Right,2,2,2,Medium/High,Lean (185+),No,62700000,,"Long Ball Pass, Block, Intercept",77,33,62,69,80,79,45,28,74,74,50,69,36,26,73,73,75,79,54,79,52,51,79,83,82,22,66,80,34,67,40,77,80,81,78,12,10,8,6,8,,57+2,57+2,57+2,60,60,60,60,60,63+2,63+2,63+2,65+2,69+2,69+2,69+2,65+2,74+2,77+2,77+2,77+2,74+2,75+2,78+2,78+2,78+2,75+2,17+2
245541,/player/245541/giovanni-reyna/240002,24,2,9/22/2023,Giovanni Reyna,Giovanni Alejandro Reyna,"RM, CAM, LM",78,85,28000000,33000,20,11/13/2002,185,79,22,Borussia Dortmund,19,Bundesliga,1,SUB,7,,12/7/2019,2025,95,United States,1387,RW,7,Right,2,4,2,Medium/Medium,Normal (185+),Yes,53200000,,"Finesse Shot, Tiki Taka, Technical, Flair",77,73,74,82,37,70,70,71,45,79,77,85,79,64,64,80,77,77,84,77,77,78,70,72,74,77,57,37,73,78,50,78,35,35,37,10,13,14,12,7,,73+2,73+2,73+2,78,77,77,77,78,78+2,78+2,78+2,77+2,72+2,72+2,72+2,77+2,61+2,58+2,58+2,58+2,61+2,57+2,50+2,50+2,50+2,57+2,18+2
247827,/player/247827/michael-olise/240002,24,2,9/22/2023,Michael Olise,Michael Olise,RW,78,84,22500000,35000,21,12/12/2001,189,73,1799,Crystal Palace,13,Premier League,1,RES,7,,7/8/2021,2027,18,France,,,,Left,2,4,1,Medium/Medium,Lean (185+),Yes,47300000,#Acrobat,"Finesse Shot, Dead Ball, Long Ball Pass, Technical, Flair, Trivela",80,70,77,83,50,56,77,71,36,78,58,83,78,70,76,82,81,79,91,73,86,74,55,68,46,68,66,48,69,78,67,74,52,56,46,9,11,9,10,10,,69+2,69+2,69+2,78,76,76,76,78,78+2,78+2,78+2,77+2,74+2,74+2,74+2,77+2,66+2,65+2,65+2,65+2,66+2,63+2,55+2,55+2,55+2,63+2,17+2
251752,/player/251752/lucas-chevalier/240002,24,2,9/22/2023,Lucas Chevalier,Lucas Chevalier,GK,78,84,18500000,17000,21,11/6/2001,189,78,65,Lille,16,Ligue 1,1,GK,30,,6/14/2018,2027,18,France,,,,Right,3,1,1,Medium/Medium,Lean (185+),No,38900000,,,,,,,,,12,9,12,25,9,14,15,14,22,17,42,40,32,79,38,53,58,34,53,8,23,10,7,47,16,45,10,10,11,79,75,71,77,78,41,26+2,26+2,26+2,24,27,27,27,24,27+2,27+2,27+2,26+2,27+2,27+2,27+2,26+2,24+2,24+2,24+2,24+2,24+2,23+2,22+2,22+2,22+2,23+2,77+2
264309,/player/264309/arda-guler/240002,24,2,9/22/2023,"	Arda Güler","	Arda Güler","CAM, CM, RW",77,88,22000000,41000,18,2/25/2005,176,61,243,Real Madrid,53,La Liga,1,SUB,24,,7/6/2023,2029,48,Turkey,,,,Left,3,4,1,High/Medium,Lean (170-185),No,49500000,,"Finesse Shot, Pinged Pass, Long Ball Pass, Whipped Cross, Technical, Flair",72,70,80,81,52,50,80,68,41,81,70,83,84,76,79,81,75,69,82,69,85,72,50,70,43,73,42,55,68,80,71,77,52,57,46,13,10,11,14,10,,68+2,68+2,68+2,76,75,75,75,76,77+2,77+2,77+2,77+2,75+2,75+2,75+2,77+2,67+2,65+2,65+2,65+2,67+2,63+2,54+2,54+2,54+2,63+2,18+2
240833,/player/240833/youssoufa-moukoko/240002,24,2,9/22/2023,Youssoufa Moukoko,Youssoufa Moukoko,ST,77,87,22500000,18000,18,11/20/2004,175,72,22,Borussia Dortmund,19,Bundesliga,1,SUB,18,,11/20/2020,2026,21,Germany,,,,Left,4,4,2,Medium/Low,Unique,Yes,42800000,,"Finesse Shot, Technical, Flair, First Touch, Trivela, Acrobatic",80,75,59,80,34,65,47,79,69,71,77,79,68,42,48,81,82,79,85,77,86,78,79,68,68,67,52,32,78,59,60,75,30,31,25,13,13,11,10,13,,77+2,77+2,77+2,74,76,76,76,74,73+2,73+2,73+2,72+2,65+2,65+2,65+2,72+2,55+2,52+2,52+2,52+2,55+2,52+2,48+2,48+2,48+2,52+2,19+2
269312,/player/269312/tommaso-baldanzi/240002,24,2,9/22/2023,Tommaso Baldanzi,Tommaso Baldanzi,"CAM, CF",77,87,23000000,10000,20,3/23/2003,170,63,1746,Empoli,31,Serie A,1,CAM,35,,7/1/2021,2027,27,Italy,,,,Left,3,3,1,High/Medium,Normal (170-),No,46000000,,"Finesse Shot, Technical, Flair",78,73,73,79,41,50,68,72,44,78,70,79,75,62,68,80,79,78,83,70,88,77,52,68,40,74,50,33,76,77,58,69,42,41,48,12,9,10,12,7,,71+2,71+2,71+2,76,76,76,76,76,77+2,77+2,77+2,75+2,71+2,71+2,71+2,75+2,61+2,58+2,58+2,58+2,61+2,58+2,48+2,48+2,48+2,58+2,17+2
